bulan;tahun;jenis;kode_trayek;trayek;jumlah_penumpang
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;BW7;JAKARTA SHOPING MALL;7059
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;10922
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;24628
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;3864
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;25846
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;6725
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;4.38
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;2448
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;6014
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;43566
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;8125
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;6766
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;25633
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;7823
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;32138
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;2433
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;2646
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;6189
Februari;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;7635
Februari;2019; ANGKUTAN UMUM LAINNYA ;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);6441
Februari;2019; ANGKUTAN UMUM LAINNYA ;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;23995
Februari;2019; ANGKUTAN UMUM LAINNYA ;12H;RUSUN PENJARINGAN - PENJARINGAN;4422
Februari;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;3903
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN NATAL DKI ANCOL;0
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAGUYUBAN LANSIA KOTAMADYA JAKSEL;0
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA - BALAI KOTA;65
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ACARA MUI DKI MONAS;1187
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PRAMUKA NAHDATUL ULAMA;6916
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PKK CIBUBUR;60
Februari;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAUD;136
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;Y;GRATIS GATE NON BRT;2568
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PNS DKI DAN PENSIUNAN PNS;40706
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TENAGA KONTRAK DKI;18817
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA KJP;38496
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KARYAWAN SWASTA TERTENTU;2857
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENGHUNI RUMAH SUSUN;24302
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KTP KEPULAUAN SERIBU;717
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA RASKIN;1718
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TNI/POLRI;0
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS VETERAN;0
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENYANDANG DISABILITAS;7113
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS LANSIA;397533
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS MARBOT;18
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PAUD;6163
Februari;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS JUMANTIK;5926
Maret;2019;BRT;1;KORIDOR 1;2334201
Maret;2019;BRT;2;KORIDOR 2;792477
Maret;2019;BRT;3;KORIDOR 3;969851
Maret;2019;BRT;4;KORIDOR 4;719166
Maret;2019;BRT;5;KORIDOR 5;899931
Maret;2019;BRT;6;KORIDOR 6;963201
Maret;2019;BRT;7;KORIDOR 7;903702
Maret;2019;BRT;8;KORIDOR 8;982084
Maret;2019;BRT;9;KORIDOR 9;1422880
Maret;2019;BRT;10;KORIDOR 10;754684
Maret;2019;BRT;11;KORIDOR 11;265.24
Maret;2019;BRT;12;KORIDOR 12;217568
Maret;2019;BRT;13;KORIDOR 13;679171
Maret;2019;ANGKUTAN UMUM INTEGRASI;1A;BALAIKOTA - PIK;96713
Maret;2019;ANGKUTAN UMUM INTEGRASI;1B;ST. PALMERAH - TOSARI;63849
Maret;2019;ANGKUTAN UMUM INTEGRASI;1F;ST. PALMERAH - SENAYAN;32015
Maret;2019;ANGKUTAN UMUM INTEGRASI;1C;BLOK M - PESANGGARAHAN;49225
Maret;2019;ANGKUTAN UMUM INTEGRASI;1E;BLOK M - PONDOK LABU;121.38
Maret;2019;ANGKUTAN UMUM INTEGRASI;1H;TANAH ABANG - GONDANGDIA;56388
Maret;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;29244
Maret;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;39712
Maret;2019;ANGKUTAN UMUM INTEGRASI;1R;SENEN - TANAH ABANG;25138
Maret;2019;ANGKUTAN UMUM INTEGRASI;2K;HARAPAN INDAH - JAKARTA GARDEN CITY;2518
Maret;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;34676
Maret;2019;ANGKUTAN UMUM INTEGRASI;3E;CENTRAL LAND - PURI KEMBANGAN;26632
Maret;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;21966
Maret;2019;ANGKUTAN UMUM INTEGRASI;4B;ST. MANGGARAI - UI;188003
Maret;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;15454
Maret;2019;ANGKUTAN UMUM INTEGRASI;4F;PULO GADUNG - PONDOK GEDE;120788
Maret;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - RATULANGI;2473
Maret;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;2413
Maret;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;2724
Maret;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;2758
Maret;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;37074
Maret;2019;ANGKUTAN UMUM INTEGRASI;5B;ST. TEBET - BIDARA CINA;38971
Maret;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;56679
Maret;2019;ANGKUTAN UMUM INTEGRASI;6C;ST. TEBET - KARET;254441
Maret;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - SENEN;127312
Maret;2019;ANGKUTAN UMUM INTEGRASI;6M;ST. MANGGARAI - BLOK M;83123
Maret;2019;ANGKUTAN UMUM INTEGRASI;6N;BLOK M - RAGUNAN VIA KEMANG;88164
Maret;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;105416
Maret;2019;ANGKUTAN UMUM INTEGRASI;7B;BLOK M - KAMPUNG RAMBUTAN;65413
Maret;2019;ANGKUTAN UMUM INTEGRASI;7D;CAWANG UKI - TMII;61367
Maret;2019;ANGKUTAN UMUM INTEGRASI;7E;RAGUNAN - RAMBUTAN;10.73
Maret;2019;ANGKUTAN UMUM INTEGRASI;7N;KAMPUNG RAMBUTAN - GANDARIA;6.03
Maret;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;87287
Maret;2019;ANGKUTAN UMUM INTEGRASI;8D;BLOK M - JOGLO;77245
Maret;2019;ANGKUTAN UMUM INTEGRASI;8E;BLOK M - BINTARO KODAM;50357
Maret;2019;ANGKUTAN UMUM INTEGRASI;8K;TANAH ABANG - BATU SARI;27604
Maret;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;107843
Maret;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;63057
Maret;2019;ANGKUTAN UMUM INTEGRASI;9H;BLOK M - CIPEDAK;51.02
Maret;2019;ANGKUTAN UMUM INTEGRASI;11A;PULO GEBANG - RAWAMANGUN;9877
Maret;2019;ANGKUTAN UMUM INTEGRASI;11D;PULO GEBANG - PULO GADUNG (VIA PIK);80394
Maret;2019;TRANSJABODETABEK;11Q;PULO GEBANG - KAMPUNG MELAYU VIA BKT;58751
Maret;2019;TRANSJABODETABEK;11T;PULO GEBANG - STASIUN CAKUNG;393
Maret;2019;TRANSJABODETABEK;11U;PULO GEBANG - CAKUNG - CILINCING;5247
Maret;2019;TRANSJABODETABEK;12A;KOTA - PELABUHAN KALIADEM;11965
Maret;2019;TRANSJABODETABEK;12B;PLUIT - SENEN;30294
Maret;2019;TRANSJABODETABEK;12E;HISTORY OF JAKARTA EXPLORER (KOTA TUA);4591
Maret;2019;TRANSJABODETABEK;12K;ASEMKA - EXPLORER;4333
Maret;2019;TRANSJABODETABEK;S23;BLOK M - REMPOA;37467
Maret;2019;TRANSJABODETABEK;;KOTA  KASABLANGKA - EPICENTRUM;7409
Maret;2019;TRANSJABODETABEK;B11;SUMMARECON BEKASI - TOSARI;59.76
Maret;2019;TRANSJABODETABEK;B12;SUMMARECON BEKASI - TANJUNG PRIOK;38055
Maret;2019;TRANSJABODETABEK;B21;BEKASI TIMUR - GROGOL 2;75512
Maret;2019;TRANSJABODETABEK;B13;BEKASI BARAT - BLOK M;17022
Maret;2019;TRANSJABODETABEK;B14;BEKASI BARAT - KUNINGAN;11773
Maret;2019;TRANSJABODETABEK;B22;BEKASI TIMUR - PASAR BARU;50073
Maret;2019;TRANSJABODETABEK;B23;BEKASI TIMUR - TEBET;938
Maret;2019;TRANSJABODETABEK;B24;BEKASI TIMUR - KALIDERES;5172
Maret;2019;TRANSJABODETABEK;1K;BLOK M - CIBUBUR;10164
Maret;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;;CIBUBUR - KOTA;6724
Maret;2019;ANGKUTAN EKSEKUTIF ROYAL TRANS ;;CIBUBUR - KUNINGAN;7318
Maret;2019;TRANSJABODETABEK;;TAMAN MINI - BALAI KOTA;1375
Maret;2019;TRANSJABODETABEK;;CINERE - KUNINGAN;118
Maret;2019;TRANSJABODETABEK;;BINTARO - BLOK M;221
Maret;2019;TRANSJABODETABEK;;BSD - BUNDERAN SENAYAN;220
Maret;2019;TRANSJABODETABEK;D11;DEPOK - BNN;86903
Maret;2019;TRANSJABODETABEK;S11;SERPONG - GROGOL 2;110396
Maret;2019;TRANSJABODETABEK;S21;CIPUTAT - TOSARI;151138
Maret;2019;TRANSJABODETABEK;S22;CIPUTAT - KP. RAMBUTAN;98982
Maret;2019;TRANSJABODETABEK;T11;PORIS PLAWAD - BUNDARAN SENAYAN;205045
Maret;2019;TRANSJABODETABEK;T12;PORIS PLAWAD - PASAR BARU;73676
Maret;2019;TRANSJABODETABEK;7C;CIBUBUR JUNCTION - UKI;165594
Maret;2019;TRANSJABODETABEK;2B;HARAPAN INDAH - ASMI;92197
Maret;2019;TRANSJABODETABEK;;PONDOK CABE - TANAH ABANG;4886
Maret;2019;TRANSJABODETABEK;;JATIJAJAR - LEBAK BULUS;8007
Maret;2019;ANGKUTAN UMUM LAINNYA ;GR1;BUNDARAN SENAYAN - HARMONI (BUS GRATIS);376.42
Maret;2019;ANGKUTAN UMUM LAINNYA ;GR2;TANAH ABANG EXPLORER;275925
Maret;2019;ANGKUTAN UMUM LAINNYA ;;POLDA - GBK (VIA SCBD);31098
Maret;2019;ANGKUTAN UMUM LAINNYA ;JAK-1;TANJUNG PRIOK-PLUMPANG;61568
Maret;2019;ANGKUTAN UMUM LAINNYA ;JAK-2;DUREN SAWIT - KAMPUNG MELAYU;58085
Maret;2019;ANGKUTAN UMUM LAINNYA ;JAK-3;LEBAK BULUS - PONDOK LABU;52338
Maret;2019;ANGKUTAN UMUM LAINNYA ;JAK-4;GROGOL - TUBAGUS ANGKE;63.17
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-5;SEMPER - ROROTAN;86417
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-6;KAMPUNG RAMBUTAN - PONDOK GEDE;78927
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-7;TANAH ABANG-TAWAKAL;74.65
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-10;TANAH ABANG-KOTA;7539
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-11;TANAH ABANG-KEBAYORAN LAMA;25.63
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-12;TANAH ABANG- KAMPUNG BARU KEBAYORAN;16199
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-14;TANAH ABANG-MERUYA;42993
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-15;BULAK TURI - TANJUNG PRIOK;168002
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-16;PGC - CONDET;148957
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-17;PULOGADUNG - SENEN ;50003
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-18;KALIBATA - KUNINGAN;35826
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-19;PINANG RANTI - SETU;213021
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-20;LUBANG BUAYA - CAWANG UKI;97934
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-21;DWIKORA - CILILITAN;129081
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-22;DWIKORA - PENAS;33.78
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-24;PULOGADUNG-PASAR SENEN;27001
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-25;PASAR REBO - KALISARI;68965
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-26;RAWAMANGUN-KALIMALANG;60744
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-27;PULOGEBANG - ROROTAN;80441
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-28;PASAR REBO - TAMAN WILADATIKA;79434
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-29;TANJUNG PRIOK - KELAPA GADING;137019
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-30;MERUYA - CITRALAND;198368
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-31;BLOK M - PONDOK LABU;108188
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-32;PETUKANGAN - LEBAK BULUS;125658
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-33;PULO GADUNG - KOTA;61742
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-37;CILILITAN - CONDET VIA KAYU MANIS;120507
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-45;LEBAK BULUS-RAGUNAN;78309
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-50;KALIDERES - PURIKEMBANGAN;35633
Maret;2019; ANGKUTAN INTEGRASI BUS KECIL ;JAK-51;TAMAN KOTA - BUDI LUHUR;85194
Maret;2019;ANGKUTAN WISATA;JAK-58;ISLAMIC - ROROTAN;22806
Maret;2019;ANGKUTAN WISATA;JAK-59;RAWAMANGUN-RAWASENGON;84391
Maret;2019;ANGKUTAN WISATA;JAK-61;PULOGADUNG-CEMPAKA MAS;25353
Maret;2019;ANGKUTAN WISATA;BW1;HISTORY OF JAKARTA;122567
Maret;2019;ANGKUTAN WISATA;BW2;JAKARTA MODERN;57019
Maret;2019;ANGKUTAN WISATA;BW3;PENCAKAR LANGIT;40776
Maret;2019;ANGKUTAN WISATA;BW5;WISATA KALIJODO;30993
Maret;2019;ANGKUTAN WISATA;BW6;MAKAM MBAH PRIUK;3923
Maret;2019;ANGKUTAN WISATA;BW7;JAKARTA SHOPING MALL;9723
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2E;RUSUN RAWA BEBEK - PAKIN;13941
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2F;RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1;28.74
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;2H;RUSUN JATI RAWASARI - SENEN;4613
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3A;RUSUN PESAKIH - KALIDERES;29417
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3B;RUSUN FLAMBOYAN - KALIDERES;7584
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;3C;RUSUN KAPUK MUARA - PENJARINGAN;5
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;4E;RUSUN JATINEGARA KAUM - PULO GADUNG 2;2679
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;9F;RUSUN TAMBORA - PLUIT;6.45
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10A;RUSUN MARUNDA - TANJUNG PRIOK;54691
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;10B;RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG;9.02
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11B;RUSUN RAWA BEBEK - PENGGILINGAN;7239
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11C;RUSUN PINUS ELOK - RUSUN PULO GEBANG;26966
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11K;RUSUN KOMARUDIN - PENGGILINGAN;8345
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11M;RUSUN RAWA BEBEK - BUKIT DURI;38567
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11N;RUSUN CIPINANG MUARA - JATINEGARA;2921
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11P;RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR;2866
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;11R;RUSUN CAKUNG KM 2 - BUKIT DURI;7447
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12C;RUSUN WADUK PLUIT- PENJARINGAN;8807
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12D;RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING);7467
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12F;RUSUN MARUNDA - RUSUN WADUK PLUIT;26661
Maret;2019;ANGKUTAN UMUM INTEGRASI RUSUN;12H;RUSUN PENJARINGAN - PENJARINGAN;4576
Maret;2019; ANGKUTAN UMUM LAINNYA ;TJC;TRANSJAKARTA CARES;3921
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA - BALAI KOTA;86
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ACARA MUI DKI MONAS;0
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PRAMUKA NAHDATUL ULAMA;0
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PKK CIBUBUR;0
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAUD;0
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN RUSUN MARUNDA;108
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN PAGUYUBAN LANSIA JAKSEL;112
Maret;2019; ANGKUTAN UMUM LAINNYA ;;ROMBONGAN MARUNDA - RAGUNAN;226
Maret;2019; ANGKUTAN UMUM LAINNYA ;;GRATIS GATE NON BRT;2853
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PNS DKI DAN PENSIUNAN PNS;41.16
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TENAGA KONTRAK DKI;19726
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA KJP;40072
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KARYAWAN SWASTA TERTENTU;3305
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENGHUNI RUMAH SUSUN;25818
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS KTP KEPULAUAN SERIBU;863
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENERIMA RASKIN;1639
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS TNI/POLRI;0
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS VETERAN;0
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PENYANDANG DISABILITAS;7.83
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS LANSIA;365.26
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS MARBOT;16
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS PAUD;6741
Maret;2019;LAMPIRAN LAYANAN GRATIS BRT;;GRATIS JUMANTIK;6493
April;2019;BRT;1;KORIDOR 1 (BLOK M - KOTA);2207527
April;2019;BRT;2;KORIDOR 2 (PULOGADUNG 1 - HARMONI);752528
April;2019;BRT;3;KORIDOR 3 (KALIDERES - PASAR BARU);917.72
April;2019;BRT;4;KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2);672542
April;2019;BRT;5;KORIDOR 5 (KAMPUNG MELAYU - ANCOL);866033
April;2019;BRT;6;KORIDOR 6 (RAGUNAN - DUKUH ATAS 2);916055
April;2019;BRT;7;KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU);882899
April;2019;BRT;8;KORIDOR 8 (LEBAK BULUS - HARMONI);962541
April;2019;BRT;9;KORIDOR 9 (PINANG RANTI - PLUIT);1347706
April;2019;BRT;10;KORIDOR 10 (PGC 2 - PLUIT);714008
April;2019;BRT;11;KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU);262601
April;2019;BRT;12;KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK);200059
April;2019;BRT;13;KORIDOR 13 (CBD CILEDUG - BLOK M);660426
April;2019;ANGKUTAN UMUM INTEGRASI;1A;PIK - BALAIKOTA;92834
April;2019;ANGKUTAN UMUM INTEGRASI;1B;STASIUN PALMERAH - TOSARI;59098
April;2019;ANGKUTAN UMUM INTEGRASI;1F;STASIUN PALMERAH - BUNDARAN SENAYAN;28968
April;2019;ANGKUTAN UMUM INTEGRASI;1C;PESANGGRAHAN - BLOK M;50108
April;2019;ANGKUTAN UMUM INTEGRASI;1E;PONDOK LABU - BLOK M;114099
April;2019;ANGKUTAN UMUM INTEGRASI;1H;STASIUN TANAH ABANG - STASIUN GONDANGDIA;53741
April;2019;ANGKUTAN UMUM INTEGRASI;1N;TANAH ABANG - BLOK M;27028
April;2019;ANGKUTAN UMUM INTEGRASI;1P;SENEN - BUNDERAN SENAYAN;33082
April;2019;ANGKUTAN UMUM INTEGRASI;1R;STASIUN PASAR SENEN - STASIUN TANAH ABANG;30444
April;2019;ANGKUTAN UMUM INTEGRASI;2K;HARAPAN INDAH - JAKARTA GARDEN CITY;2096
April;2019;ANGKUTAN UMUM INTEGRASI;3D;PENJARINGAN - RAWA BUAYA;33363
April;2019;ANGKUTAN UMUM INTEGRASI;3E;SENTRALAND CENGKARENG - PURI KEMBANGAN;28725
April;2019;ANGKUTAN UMUM INTEGRASI;4A;TU GAS - GROGOL 2;22079
April;2019;ANGKUTAN UMUM INTEGRASI;4B;STASIUN MANGGARAI - UI;180099
April;2019;ANGKUTAN UMUM INTEGRASI;4C;TU GAS - BUNDERAN SENAYAN;14927
April;2019;ANGKUTAN UMUM INTEGRASI;4F;PONDOK GEDE - PULOGADUNG 2;126685
April;2019;ANGKUTAN UMUM INTEGRASI;DA1;DUKUH ATAS - RATULANGI;4855
April;2019;ANGKUTAN UMUM INTEGRASI;DA2;DUKUH ATAS - TANAH ABANG;4682
April;2019;ANGKUTAN UMUM INTEGRASI;DA3;DUKUH ATAS - KUNINGAN;4757
April;2019;ANGKUTAN UMUM INTEGRASI;DA4;DUKUH ATAS - KOTA;4951
April;2019;ANGKUTAN UMUM INTEGRASI;5A;KAMPUNG MELAYU - GROGOL 1;30855
April;2019;ANGKUTAN UMUM INTEGRASI;5B;STASIUN TEBET - BIDARA CINA;38476
April;2019;ANGKUTAN UMUM INTEGRASI;5F;KAMPUNG MELAYU - TANAH ABANG;62045
April;2019;ANGKUTAN UMUM INTEGRASI;6C;STASIUN TEBET - KARET;251666
April;2019;ANGKUTAN UMUM INTEGRASI;6H;LEBAK BULUS - STASIUN SENEN;118439
April;2019;ANGKUTAN UMUM INTEGRASI;6M;BLOK M - STASIUN MANGGARAI;80.07
April;2019;ANGKUTAN UMUM INTEGRASI;6N;RAGUNAN - BLOK M VIA KEMANG;87.38
April;2019;ANGKUTAN UMUM INTEGRASI;6Q;EPICENTRUM - CASABLANCA;11004
April;2019;ANGKUTAN UMUM INTEGRASI;7A;KAMPUNG RAMBUTAN - LEBAK BULUS;92905
April;2019;ANGKUTAN UMUM INTEGRASI;7B;KAMPUNG RAMBUTAN - BLOK M;72716
April;2019;ANGKUTAN UMUM INTEGRASI;7D;CAWANG UKI - TMII;63315
April;2019;ANGKUTAN UMUM INTEGRASI;7E;KAMPUNG RAMBUTAN - RAGUNAN;10631
April;2019;ANGKUTAN UMUM INTEGRASI;7N;GANDARIA - KAMPUNG RAMBUTAN;6408
April;2019;ANGKUTAN UMUM INTEGRASI;8C;KEBAYORAN LAMA - TANAH ABANG;90598
April;2019;ANGKUTAN UMUM INTEGRASI;8D;JOGLO - BLOK M;76844
April;2019;ANGKUTAN UMUM INTEGRASI;8E;BINTARO - BLOK M;48356
April;2019;ANGKUTAN UMUM INTEGRASI;8K;BATUSARI - TANAH ABANG;31531
April;2019;ANGKUTAN UMUM INTEGRASI;9D;PASAR MINGGU - TANAH ABANG;108139
April;2019;ANGKUTAN UMUM INTEGRASI;9E;KEBAYORAN LAMA - GROGOL 2;61785
